feature,sel_freq,mean_abs_coef,coef_at_Cstar,is_flag,cohens_d,t_p_fdr,mw_p_fdr,univariate_rank
S098,0.0,0.0,0.0,False,-0.04817111579918796,0.8808855514889968,0.9621108787713828,315.6666666666667
S101,0.0,0.0,0.0,False,-0.08583753692367782,0.7174293155084572,0.853976659389315,231.66666666666666
S105,0.0,0.0,0.0,False,-0.0007460191093146891,0.9986971793640421,0.9621108787713828,434.0
S107,0.0,0.0,0.0,False,0.009562960725782318,0.9784655966116022,0.9621108787713828,415.0
S108,0.0,0.0,0.0,False,0.07632801202699821,0.8023256021830227,0.9589431191073129,265.6666666666667
S112,0.0,0.0,0.0,False,0.12419589199415432,0.014580727964142308,0.06099009610330533,123.0
S113,0.0,0.0,0.0,False,-0.01757884825205134,0.9692496673478536,0.9589431191073129,392.6666666666667
S116,0.0,0.0,0.0,False,-0.008631059334239478,0.9784655966116022,0.4395904976155005,416.3333333333333
S119,0.0,0.0,0.0,False,-0.024628856869018518,0.9591619585345343,0.9621108787713828,374.3333333333333
S120,0.0,0.0,0.0,False,-0.016549743711899333,0.9738630098526588,0.9621108787713828,399.3333333333333
S123,0.0,0.0,0.0,False,0.12492941113749571,0.6278938741337375,0.8965693580809547,169.33333333333334
S132,0.0,0.0,0.0,False,0.09344926879361375,0.7174293155084572,0.7503334999219747,234.0
S135,0.0,0.0,0.0,False,-0.10973312244965078,0.7174293155084572,0.37452497295767595,205.33333333333334
S137,0.0,0.0,0.0,False,0.094219479466419,0.7174293155084572,0.6923583056385537,229.0
S139,0.0,0.0,0.0,False,-0.054630414692692975,0.8617747838003998,0.9798482112953504,300.3333333333333
S140,0.0,0.0,0.0,False,0.02652158311006074,0.9591619585345343,0.9589431191073129,370.6666666666667
S144,0.0,0.0,0.0,False,-0.12722577997565163,0.6536616820557524,0.5340663057909248,168.66666666666666
S147,0.0,0.0,0.0,False,0.26296553793449007,0.1712152177411397,0.06151172390284429,50.0
S148,0.0,0.0,0.0,False,0.019985219588404365,0.9697562830655044,0.9621108787713828,390.3333333333333
S150,0.0,0.0,0.0,False,-0.09117683787522109,0.7174293155084572,0.8739530255329743,239.66666666666666
S151,0.0,0.0,0.0,False,-0.06307234032069033,0.6447013319632516,0.9621108787713828,243.0
S153,0.0,0.0,0.0,False,0.2059036713386351,0.2949362010879123,0.2065059713819274,88.33333333333333
S154,0.0,0.0,0.0,False,0.06554013736388804,0.8619388297120949,0.9621108787713828,288.6666666666667
S155,0.0,0.0,0.0,False,-0.05385277188220212,0.4945761252107749,0.015437061356318206,248.66666666666666
S159,0.0,0.0,0.0,False,0.3431945208165523,0.2396700797368059,0.37452497295767595,43.0
S160,0.0,0.0,0.0,False,0.36694931632886124,0.1912212836843039,0.1474417998171576,35.0
S162,0.0,0.0,0.0,False,-0.08005235516638394,0.7192569039974409,0.9798482112953504,253.33333333333334
S163,0.0,0.0,0.0,False,0.4009240636281066,0.222748924086013,0.2175628460514725,30.0
S164,0.0,0.0,0.0,False,0.37252134595328634,0.27317975326080035,0.5883398480418836,44.333333333333336
